Platform,Year_of_Release,Genre,Publisher,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
Wii,2010.0,Platform,Disney Interactive Studios,3.0,73.0,78.0,7,131.0,E
X360,2012.0,Sports,Take-Two Interactive,3.0,88.0,41.0,7.2,131.0,E
PS2,2007.0,Fighting,Atari,3.0,73.0,24.0,9.2,173.0,T
PC,2000.0,Misc,Electronic Arts,2.99,82.0,23.0,6.6,20.0,T
PS2,2002.0,Sports,Konami Digital Entertainment,2.99,93.0,24.0,9.1,65.0,E
PS2,2001.0,Action,Capcom,2.99,94.0,37.0,8.5,466.0,M
PC,2011.0,Role-Playing,Electronic Arts,2.96,85.0,73.0,5.9,2748.0,T
PS4,2014.0,Action,Warner Bros. Interactive Entertainment,2.96,84.0,85.0,8.1,1886.0,M
PS2,2003.0,Platform,Sega,2.96,64.0,29.0,7.8,94.0,E
PS2,2002.0,Action,Eidos Interactive,2.96,85.0,19.0,7.8,78.0,M
XOne,2014.0,Shooter,Electronic Arts,2.95,86.0,68.0,6.4,2658.0,M
PS3,2010.0,Shooter,Electronic Arts,2.95,88.0,59.0,8.5,572.0,M
PS2,2003.0,Shooter,Sony Computer Entertainment,2.94,87.0,42.0,9,93.0,M
GBA,2001.0,Puzzle,Atari,2.94,79.0,13.0,7.8,4.0,E
X360,2009.0,Fighting,Capcom,2.94,93.0,77.0,7.3,292.0,T
PS3,2009.0,Action,Sony Computer Entertainment,2.93,85.0,98.0,8.3,1172.0,T
DS,2008.0,Platform,Nintendo,2.92,76.0,40.0,8.8,76.0,E
XOne,2013.0,Shooter,Activision,2.92,78.0,7.0,4.3,700.0,M
X360,2007.0,Role-Playing,Microsoft Game Studios,2.91,91.0,74.0,8.7,1692.0,M
PS2,2004.0,Misc,Sega,2.9,73.0,21.0,8.6,30.0,E
PS2,2003.0,Sports,Konami Digital Entertainment,2.9,93.0,28.0,9,45.0,E
X360,2008.0,Sports,Sega,2.89,67.0,45.0,6.8,18.0,E10+
PS2,2001.0,Sports,Sony Computer Entertainment,2.89,85.0,30.0,8.9,16.0,E
Wii,2007.0,Simulation,505 Games,2.89,61.0,37.0,5.3,23.0,E
PS2,2004.0,Shooter,Activision,2.89,76.0,49.0,7.7,69.0,T
Wii,2006.0,Puzzle,Nintendo,2.89,83.0,61.0,7.4,179.0,E10+
X360,2012.0,Sports,Electronic Arts,2.86,81.0,36.0,5.8,179.0,E
XB,2002.0,Role-Playing,Ubisoft,2.86,87.0,34.0,8.7,111.0,T
PS4,2013.0,Action,Ubisoft,2.85,83.0,29.0,7.8,1530.0,M
PS3,2011.0,Fighting,Warner Bros. Interactive Entertainment,2.84,84.0,60.0,8.4,494.0,M
X360,2009.0,Sports,Electronic Arts,2.83,85.0,58.0,6.1,90.0,E
X360,2007.0,Shooter,Take-Two Interactive,2.83,96.0,88.0,8.9,2249.0,M
GC,2002.0,Shooter,Nintendo,2.82,97.0,70.0,9.3,747.0,T
PS3,2010.0,Action,Ubisoft,2.82,90.0,59.0,8.2,791.0,M
PS3,2010.0,Shooter,Electronic Arts,2.81,75.0,56.0,7.5,286.0,M
PS4,2014.0,Action,Sony Computer Entertainment,2.79,80.0,90.0,7.9,2944.0,T
PS2,2001.0,Sports,Electronic Arts,2.79,89.0,22.0,8.6,39.0,E
PS2,2003.0,Platform,Sony Computer Entertainment,2.78,87.0,47.0,8.2,241.0,T
PS3,2010.0,Racing,Electronic Arts,2.78,89.0,59.0,7.2,301.0,E10+
Wii,2011.0,Action,Activision,2.78,81.0,11.0,5.6,31.0,E10+
PC,2011.0,Shooter,Electronic Arts,2.78,89.0,61.0,7.5,4926.0,M
PS4,2015.0,Fighting,Warner Bros. Interactive Entertainment,2.78,83.0,81.0,7.7,836.0,M
PS2,2003.0,Simulation,Electronic Arts,2.77,83.0,33.0,7.7,46.0,T
PS3,2011.0,Shooter,Sony Computer Entertainment,2.77,84.0,85.0,7.9,942.0,M
X360,2008.0,Action,LucasArts,2.77,73.0,74.0,6.7,389.0,T
DS,2006.0,Platform,Nintendo,2.76,81.0,42.0,7.4,67.0,E
X360,2011.0,Action,THQ,2.76,84.0,70.0,7.6,490.0,M
PS3,2009.0,Fighting,Namco Bandai Games,2.75,79.0,63.0,7.4,211.0,T
Wii,2007.0,Platform,Sega,2.73,69.0,44.0,6.6,174.0,E
GBA,2002.0,Action,Nintendo,2.7,95.0,30.0,9.1,314.0,E
PS2,2001.0,Action,Virgin Interactive,2.7,86.0,23.0,8.2,56.0,M
X360,2011.0,Adventure,Take-Two Interactive,2.7,89.0,83.0,7.8,893.0,M
X360,2006.0,Shooter,Activision,2.7,82.0,71.0,6.5,233.0,T
X360,2011.0,Sports,Electronic Arts,2.69,78.0,55.0,5.9,94.0,E
PS2,2006.0,Action,LucasArts,2.69,84.0,32.0,9,41.0,E10+
PS4,2013.0,Shooter,Sony Computer Entertainment,2.69,73.0,88.0,6.8,2102.0,M
X360,2010.0,Sports,Electronic Arts,2.69,84.0,47.0,5.7,120.0,E
PS2,2004.0,Racing,Electronic Arts,2.68,93.0,52.0,9.1,271.0,T
DS,2010.0,Puzzle,Nintendo,2.67,79.0,51.0,7.7,18.0,E
DS,2009.0,Puzzle,Nintendo,2.67,83.0,58.0,8.7,52.0,E10+
PS2,2005.0,Shooter,Activision,2.67,77.0,39.0,8.2,69.0,T
PS,1998.0,Shooter,Electronic Arts,2.67,92.0,17.0,8.6,80.0,T
XB,2004.0,Role-Playing,Microsoft Game Studios,2.66,85.0,87.0,8.5,268.0,M
X360,2008.0,Misc,Activision,2.66,85.0,67.0,6.3,171.0,T
XOne,2016.0,Sports,Electronic Arts,2.65,84.0,50.0,5.5,201.0,E
PS2,2003.0,Action,Ubisoft,2.65,89.0,24.0,7.7,102.0,T
PS3,2009.0,Racing,Electronic Arts,2.65,84.0,55.0,6.9,113.0,E
PSP,2006.0,Shooter,Electronic Arts,2.65,71.0,24.0,7.9,47.0,T
PS3,2011.0,Role-Playing,Square Enix,2.63,79.0,53.0,6.6,707.0,T
PS2,2000.0,Racing,Take-Two Interactive,2.63,78.0,18.0,7.8,21.0,T
X360,2010.0,Sports,Electronic Arts,2.63,80.0,65.0,8,127.0,T
PS2,2004.0,Sports,Sega,2.62,90.0,37.0,8.2,84.0,E
X360,2009.0,Strategy,Microsoft Game Studios,2.62,82.0,92.0,7.2,454.0,T
X360,2011.0,Sports,Take-Two Interactive,2.62,90.0,42.0,7.7,134.0,E
X360,2009.0,Sports,Electronic Arts,2.62,90.0,63.0,7.5,133.0,E
X360,2010.0,Shooter,Electronic Arts,2.61,74.0,71.0,6.7,288.0,M
PS2,2002.0,Action,Electronic Arts,2.61,71.0,16.0,7.6,49.0,E
PS3,2009.0,Action,Sony Computer Entertainment,2.6,91.0,50.0,8.7,529.0,M
PS2,2004.0,Sports,Electronic Arts,2.59,84.0,21.0,8.1,44.0,E
Wii,2007.0,Sports,Nintendo,2.58,79.0,47.0,8,124.0,E10+
PS3,2008.0,Sports,Electronic Arts,2.58,87.0,42.0,7.5,108.0,E
DS,2008.0,Simulation,Nintendo,2.58,73.0,4.0,7.7,7.0,E
PS2,2006.0,Fighting,THQ,2.58,80.0,27.0,8.6,57.0,T
X360,2007.0,Action,LucasArts,2.57,80.0,24.0,7.4,114.0,E10+
PS2,2007.0,Sports,Electronic Arts,2.57,78.0,11.0,7.8,17.0,E
PSP,2007.0,Role-Playing,Capcom,2.57,72.0,38.0,8.7,83.0,T
GC,2001.0,Platform,Sega,2.56,73.0,28.0,8.3,179.0,E
PS3,2012.0,Sports,Electronic Arts,2.56,83.0,22.0,5.5,101.0,E
X360,2009.0,Role-Playing,Electronic Arts,2.56,86.0,68.0,7.9,725.0,M
GC,2003.0,Role-Playing,Nintendo,2.54,73.0,37.0,8,89.0,E
PSP,2009.0,Platform,Sony Computer Entertainment,2.54,87.0,68.0,7.8,98.0,E10+
X360,2008.0,Sports,Electronic Arts,2.53,83.0,50.0,7,125.0,E
PS2,2001.0,Racing,Acclaim Entertainment,2.52,80.0,15.0,7.9,46.0,T
DS,2010.0,Misc,Nintendo,2.52,75.0,15.0,8,5.0,E
X360,2013.0,Sports,Take-Two Interactive,2.52,87.0,23.0,4.9,150.0,E
Wii,2012.0,Action,Activision,2.52,78.0,8.0,7,20.0,E10+
Wii,2008.0,Sports,Konami Digital Entertainment,2.5,50.0,23.0,5.4,16.0,E
X360,2006.0,Role-Playing,Activision,2.5,82.0,68.0,7.5,120.0,T
PS2,2002.0,Fighting,Midway Games,2.49,79.0,31.0,8.8,96.0,M
Wii,2007.0,Misc,Midway Games,2.48,25.0,8.0,4.3,26.0,E
PS4,2015.0,Action,Sony Computer Entertainment,2.48,92.0,100.0,8.6,6383.0,M
GC,2002.0,Misc,Nintendo,2.47,70.0,26.0,7.4,74.0,E
X360,2008.0,Racing,Disney Interactive Studios,2.47,85.0,55.0,7.7,83.0,E
PS3,2012.0,Sports,Take-Two Interactive,2.47,90.0,26.0,8,99.0,E
PS3,2011.0,Action,THQ,2.47,82.0,50.0,7.7,384.0,M
PS3,2008.0,Shooter,Sony Computer Entertainment,2.46,87.0,79.0,6.1,1889.0,M
PS4,2014.0,Sports,Take-Two Interactive,2.45,83.0,50.0,7,291.0,E
PS,1997.0,Role-Playing,SquareSoft,2.45,83.0,12.0,8.2,190.0,T
PS3,2008.0,Racing,Take-Two Interactive,2.45,82.0,50.0,8.2,100.0,T
PS2,2003.0,Simulation,Electronic Arts,2.43,81.0,26.0,8.4,42.0,T
Wii,2010.0,Action,Warner Bros. Interactive Entertainment,2.43,79.0,13.0,8,34.0,E10+
XOne,2016.0,Shooter,Activision,2.42,78.0,17.0,3.1,290.0,M
XOne,2015.0,Sports,Electronic Arts,2.42,84.0,23.0,6.1,124.0,E
X360,2008.0,Shooter,Ubisoft,2.42,82.0,66.0,7.8,176.0,M
PSP,2006.0,Racing,Electronic Arts,2.42,73.0,14.0,7.9,39.0,E10+
PS2,2003.0,Fighting,Atari,2.41,66.0,28.0,8.2,92.0,T
PS3,2010.0,Sports,Konami Digital Entertainment,2.41,77.0,40.0,6.8,85.0,E
PS2,2001.0,Racing,Sony Computer Entertainment,2.41,82.0,16.0,8.4,53.0,E
PS2,2007.0,Racing,Electronic Arts,2.41,62.0,11.0,6.2,34.0,E10+
X360,2011.0,Shooter,Microsoft Game Studios,2.4,82.0,73.0,8.1,487.0,M
PS2,2005.0,Misc,RedOctane,2.38,91.0,65.0,8.7,173.0,T
PS3,2010.0,Sports,Electronic Arts,2.38,83.0,36.0,6.1,68.0,E
X360,2011.0,Action,Deep Silver,2.37,71.0,75.0,6.9,627.0,M
PC,2004.0,Shooter,Vivendi Games,2.37,96.0,81.0,9.1,8665.0,M
PS2,2004.0,Action,THQ,2.37,62.0,36.0,7.6,22.0,T
X360,2007.0,Sports,Electronic Arts,2.37,85.0,46.0,6.4,108.0,E
PS2,2004.0,Sports,Activision,2.37,83.0,59.0,8.8,55.0,T
X360,2010.0,Sports,505 Games,2.37,42.0,10.0,5.5,16.0,E
PS3,2009.0,Sports,Electronic Arts,2.37,85.0,41.0,6.8,58.0,E
X360,2008.0,Racing,Take-Two Interactive,2.35,81.0,66.0,8.5,142.0,T
X360,2011.0,Misc,Microsoft Game Studios,2.35,73.0,33.0,2.9,67.0,E10+
PS2,2007.0,Fighting,THQ,2.34,71.0,11.0,7.2,31.0,T
3DS,2015.0,Action,Nintendo,2.34,89.0,82.0,9,478.0,E10+
PS2,2001.0,Action,Capcom,2.34,84.0,21.0,8.4,189.0,M
XOne,2015.0,Sports,Take-Two Interactive,2.34,86.0,14.0,6.2,115.0,E10+
X360,2011.0,Sports,Microsoft Game Studios,2.34,66.0,46.0,6.5,39.0,E
PS2,2004.0,Shooter,Electronic Arts,2.31,84.0,42.0,9.1,51.0,T
PS,1999.0,Racing,Electronic Arts,2.31,86.0,14.0,8.5,28.0,E
PC,2012.0,Action,NCSoft,2.31,90.0,69.0,7.9,2954.0,T
3DS,2012.0,Role-Playing,Nintendo,2.3,75.0,69.0,5.6,382.0,E
PS3,2013.0,Action,Warner Bros. Interactive Entertainment,2.29,76.0,46.0,7.7,668.0,T
PS3,2007.0,Action,LucasArts,2.29,80.0,18.0,6.7,87.0,E10+
XB,2004.0,Racing,Electronic Arts,2.28,77.0,35.0,8.7,27.0,E
PS3,2009.0,Sports,Konami Digital Entertainment,2.28,78.0,42.0,6.7,76.0,E
PS2,2008.0,Sports,Electronic Arts,2.28,82.0,8.0,6.9,20.0,E
DS,2010.0,Action,Warner Bros. Interactive Entertainment,2.28,72.0,7.0,7.2,6.0,E10+
X360,2010.0,Simulation,Electronic Arts,2.28,76.0,42.0,7.1,71.0,T
DS,2008.0,Role-Playing,Nintendo,2.28,68.0,24.0,8.2,27.0,E
PS3,2011.0,Action,Deep Silver,2.27,71.0,41.0,6.6,405.0,M
GBA,2002.0,Platform,Nintendo,2.27,81.0,24.0,8.9,54.0,E
GBA,2001.0,Platform,Nintendo,2.26,88.0,17.0,8.9,42.0,E
PS3,2009.0,Misc,Sega,2.26,80.0,35.0,8.6,43.0,E10+
PS4,2016.0,Action,Ubisoft,2.26,76.0,91.0,6.3,635.0,M
XOne,2016.0,Shooter,Electronic Arts,2.25,87.0,37.0,8.2,440.0,M
PS2,2002.0,Adventure,Capcom,2.25,84.0,31.0,9,52.0,M
GC,2004.0,Role-Playing,Nintendo,2.25,87.0,55.0,9.4,306.0,E
PS3,2011.0,Sports,Electronic Arts,2.25,79.0,31.0,5.5,56.0,E
PS3,2013.0,Action,Sony Computer Entertainment,2.25,80.0,89.0,7.5,914.0,M
PS3,2007.0,Misc,Activision,2.24,83.0,45.0,7.8,52.0,T
GBA,2001.0,Platform,Sega,2.24,87.0,22.0,8.1,48.0,E
Wii,2006.0,Misc,Sega,2.24,74.0,53.0,5.7,72.0,E
WiiU,2013.0,Platform,Nintendo,2.24,77.0,59.0,7.9,288.0,E
GBA,2001.0,Platform,Vivendi Games,2.23,74.0,16.0,8,13.0,E
PSP,2008.0,Fighting,Square Enix,2.23,79.0,61.0,8,139.0,T
X360,2013.0,Sports,Electronic Arts,2.23,80.0,32.0,5.6,136.0,E
PS3,2012.0,Shooter,Take-Two Interactive,2.23,91.0,25.0,8.2,858.0,M
PS2,2003.0,Action,Ubisoft,2.22,92.0,44.0,8.8,204.0,T
Wii,2009.0,Role-Playing,Nintendo,2.22,84.0,70.0,8.6,219.0,T
X360,2013.0,Action,Warner Bros. Interactive Entertainment,2.22,80.0,37.0,7.6,127.0,E10+
PS4,2015.0,Shooter,Ubisoft,2.21,73.0,40.0,7.3,480.0,M
PS3,2008.0,Action,LucasArts,2.21,71.0,47.0,6.6,233.0,T
X360,2007.0,Misc,Activision,2.2,92.0,55.0,8.1,220.0,T
XOne,2013.0,Racing,Microsoft Game Studios,2.2,79.0,76.0,5.9,1095.0,E
X360,2008.0,Misc,Electronic Arts,2.2,92.0,69.0,8.3,156.0,T
X360,2010.0,Racing,Electronic Arts,2.2,88.0,73.0,7,206.0,E10+
DS,2008.0,Action,Activision,2.2,80.0,15.0,7.9,16.0,E
X360,2010.0,Shooter,Take-Two Interactive,2.2,88.0,93.0,8.2,573.0,M
XB,2003.0,Role-Playing,Activision,2.19,94.0,72.0,9.2,317.0,T
PS4,2014.0,Sports,Electronic Arts,2.19,81.0,37.0,6.1,208.0,E
PS3,2011.0,Action,Konami Digital Entertainment,2.19,80.0,41.0,6.6,132.0,E
X360,2006.0,Action,THQ,2.18,81.0,74.0,7.5,211.0,M
PS2,2002.0,Racing,THQ,2.18,82.0,26.0,8.9,28.0,E
XOne,2014.0,Sports,Electronic Arts,2.18,82.0,33.0,5.4,347.0,E
XOne,2016.0,Shooter,Ubisoft,2.16,80.0,33.0,6.9,614.0,M
X360,2010.0,Role-Playing,Square Enix,2.16,82.0,54.0,6.3,539.0,T
PC,2001.0,Simulation,Electronic Arts,2.16,74.0,17.0,7.9,30.0,T
DS,2009.0,Puzzle,Warner Bros. Interactive Entertainment,2.16,79.0,72.0,7.6,110.0,E10+
Wii,2008.0,Platform,Sega,2.16,66.0,30.0,7.3,136.0,E10+
DS,2006.0,Role-Playing,Nintendo,2.15,69.0,21.0,7.6,50.0,E
PS4,2016.0,Shooter,Activision,2.14,90.0,31.0,6.1,1358.0,T
PS3,2012.0,Action,Square Enix,2.14,83.0,30.0,7.5,511.0,M
PSP,2007.0,Shooter,Activision,2.13,64.0,45.0,7.5,30.0,T
PS2,2004.0,Simulation,Konami Digital Entertainment,2.13,77.0,26.0,9,20.0,E
GBA,2003.0,Role-Playing,SquareSoft,2.13,87.0,44.0,7.8,212.0,E
Wii,2009.0,Sports,Ubisoft,2.12,62.0,5.0,5.2,54.0,E
XB,2001.0,Racing,Microsoft Game Studios,2.12,85.0,35.0,8.2,28.0,E
PS3,2011.0,Sports,Take-Two Interactive,2.11,90.0,38.0,6.7,127.0,E
PS2,2002.0,Racing,Electronic Arts,2.11,89.0,31.0,8.5,92.0,E
PS2,2003.0,Action,Tecmo Koei,2.11,78.0,24.0,9.3,201.0,T
PS3,2013.0,Sports,Take-Two Interactive,2.11,84.0,26.0,4.9,142.0,E
PS,1998.0,Role-Playing,SquareSoft,2.1,81.0,17.0,8.9,89.0,M
DS,2006.0,Puzzle,Nintendo,2.1,84.0,56.0,8.7,44.0,E
PS4,2015.0,Shooter,Electronic Arts,2.1,73.0,46.0,5,845.0,M
X360,2011.0,Fighting,Warner Bros. Interactive Entertainment,2.1,86.0,66.0,8.3,382.0,M
PS3,2009.0,Shooter,Take-Two Interactive,2.09,83.0,58.0,7.9,427.0,M
PS2,2005.0,Action,Capcom,2.09,84.0,60.0,9,212.0,M
X360,2010.0,Action,Take-Two Interactive,2.09,89.0,50.0,8.1,100.0,E
PS4,2015.0,Action,Warner Bros. Interactive Entertainment,2.09,74.0,58.0,7.9,1287.0,M
X360,2006.0,Action,Capcom,2.08,85.0,82.0,7.6,520.0,M
PC,2010.0,Role-Playing,Activision,2.08,90.0,53.0,5.6,953.0,T
PS2,2002.0,Puzzle,THQ,2.08,44.0,7.0,6.2,11.0,E
DS,2006.0,Role-Playing,Square Enix,2.08,77.0,45.0,7.1,136.0,E10+
GC,2003.0,Misc,Nintendo,2.08,69.0,33.0,8.2,57.0,E
X360,2011.0,Shooter,Valve Software,2.08,95.0,66.0,8.5,997.0,E10+
Wii,2010.0,Sports,Nintendo,2.08,64.0,54.0,7.1,34.0,E
PSP,2005.0,Racing,Electronic Arts,2.07,72.0,21.0,7.8,54.0,E10+
DS,2006.0,Simulation,Electronic Arts,2.07,49.0,5.0,5.2,24.0,E
Wii,2007.0,Simulation,Konami Digital Entertainment,2.07,73.0,16.0,7.1,27.0,E10+
PS4,2014.0,Racing,Sony Computer Entertainment,2.07,71.0,85.0,6.1,1571.0,E
X360,2009.0,Fighting,THQ,2.06,83.0,68.0,7.9,51.0,T
PSP,2010.0,Action,Konami Digital Entertainment,2.06,89.0,66.0,8.9,443.0,T
PSP,2010.0,Role-Playing,Square Enix,2.06,82.0,62.0,8.6,208.0,E10+
PS2,2003.0,Fighting,Namco Bandai Games,2.06,92.0,41.0,8.8,120.0,T
X360,2007.0,Racing,Electronic Arts,2.05,72.0,42.0,7.1,78.0,E10+
GC,2002.0,Misc,Infogrames,2.05,75.0,26.0,8.8,41.0,E
PS3,2008.0,Racing,Electronic Arts,2.05,59.0,40.0,5.9,71.0,T
PS2,2006.0,Shooter,Sony Computer Entertainment,2.04,72.0,38.0,9,34.0,T
PS2,2005.0,Action,Ubisoft,2.04,82.0,41.0,8.2,68.0,T
PS3,2007.0,Racing,Electronic Arts,2.04,73.0,26.0,6,43.0,E10+
GBA,2003.0,Platform,Nintendo,2.04,78.0,26.0,8.9,53.0,E
X360,2011.0,Misc,Microsoft Game Studios,2.04,86.0,56.0,8.2,63.0,T
DS,2008.0,Misc,Take-Two Interactive,2.03,48.0,11.0,3.3,4.0,E
PS2,2003.0,Sports,Electronic Arts,2.03,86.0,19.0,7.7,41.0,E
X360,2005.0,Shooter,Activision,2.03,89.0,65.0,8.1,307.0,T
Wii,2008.0,Misc,Ubisoft,2.03,73.0,24.0,7.7,29.0,E10+
DS,2005.0,Role-Playing,Nintendo,2.02,62.0,34.0,8.1,97.0,E
PS3,2011.0,Role-Playing,Namco Bandai Games,2.02,89.0,54.0,8.7,1397.0,M
X360,2011.0,Misc,Ubisoft,2.02,70.0,34.0,7.7,17.0,E10+
XOne,2013.0,Shooter,Electronic Arts,2.02,81.0,5.0,6.6,480.0,M
3DS,2012.0,Role-Playing,Nintendo,2.01,92.0,72.0,9.1,1130.0,T
PS3,2011.0,Action,Electronic Arts,2.01,64.0,48.0,6.4,182.0,T
PS4,2014.0,Role-Playing,Electronic Arts,2.01,89.0,43.0,7.4,1984.0,M
PS3,2008.0,Action,Electronic Arts,2.0,88.0,67.0,8.8,545.0,M
PS3,2008.0,Fighting,Midway Games,2.0,76.0,44.0,7.1,107.0,T
DS,2007.0,Puzzle,Midway Games,2.0,71.0,19.0,5.7,9.0,E10+
PS,1997.0,Action,Activision,1.99,87.0,14.0,8.8,45.0,M
GBA,2002.0,Action,Electronic Arts,1.99,76.0,11.0,7.9,14.0,E
DS,2009.0,Role-Playing,Square Enix,1.98,75.0,53.0,7.8,162.0,E10+
PS3,2010.0,Sports,Electronic Arts,1.98,80.0,46.0,7.6,82.0,T
PS4,2013.0,Racing,Electronic Arts,1.98,80.0,53.0,6.2,667.0,E10+
PS2,2002.0,Platform,Universal Interactive,1.97,56.0,20.0,4.1,95.0,E
PS2,2003.0,Action,Capcom,1.97,68.0,40.0,6.6,167.0,M
PSP,2004.0,Sports,Sony Computer Entertainment,1.96,81.0,57.0,8.7,34.0,E10+
X360,2012.0,Racing,Microsoft Game Studios,1.96,85.0,83.0,8.4,431.0,T
X360,2006.0,Shooter,Ubisoft,1.95,88.0,69.0,8.3,225.0,M
PS2,2003.0,Racing,Vivendi Games,1.95,69.0,24.0,7.7,59.0,E
X360,2012.0,Shooter,Capcom,1.95,67.0,71.0,5,1407.0,M
XB,2005.0,Action,Take-Two Interactive,1.95,93.0,58.0,8.6,118.0,AO
PS2,2003.0,Sports,Electronic Arts,1.95,90.0,31.0,8.8,70.0,E
PS2,2003.0,Fighting,Electronic Arts,1.94,80.0,33.0,8.9,41.0,T
DS,2006.0,Platform,Nintendo,1.94,71.0,29.0,8.1,41.0,E
PS3,2008.0,Racing,Electronic Arts,1.94,87.0,55.0,7.7,455.0,E10+
PS3,2010.0,Simulation,Electronic Arts,1.94,78.0,39.0,6.4,55.0,T
X360,2008.0,Sports,Electronic Arts,1.94,87.0,51.0,8,106.0,E
PS2,2004.0,Fighting,Atari,1.94,77.0,32.0,8.9,137.0,T
Wii,2008.0,Shooter,Activision,1.94,83.0,19.0,7.6,78.0,M
PS2,2002.0,Shooter,Ubisoft,1.94,63.0,18.0,8.3,22.0,M
X360,2013.0,Shooter,Take-Two Interactive,1.93,93.0,33.0,8.5,1647.0,M
PS2,2004.0,Role-Playing,Activision,1.93,79.0,48.0,8.5,69.0,T
X360,2008.0,Fighting,Midway Games,1.93,72.0,61.0,7.5,87.0,T
PS4,2015.0,Shooter,Activision,1.93,86.0,81.0,6,1079.0,T
PS2,2001.0,Shooter,THQ,1.92,88.0,25.0,8,69.0,M
PC,2003.0,Simulation,Electronic Arts,1.92,80.0,22.0,8.6,31.0,T
3DS,2013.0,Misc,Nintendo,1.92,57.0,47.0,6.3,117.0,E
PS2,2004.0,Racing,THQ,1.92,80.0,18.0,9.2,46.0,E
PS,1996.0,Misc,Sony Computer Entertainment,1.92,92.0,15.0,7.4,48.0,K-A
PS3,2008.0,Misc,Activision,1.92,84.0,43.0,7.5,80.0,T
X360,2009.0,Racing,Electronic Arts,1.91,83.0,75.0,6.5,134.0,E
PS3,2013.0,Role-Playing,Activision,1.91,86.0,43.0,6.4,557.0,M
PS4,2014.0,Platform,Sony Computer Entertainment,1.91,79.0,78.0,7.1,506.0,E
GC,2001.0,Simulation,LucasArts,1.9,90.0,45.0,8.6,80.0,T
Wii,2008.0,Sports,Nintendo,1.89,69.0,31.0,7.8,58.0,E
Wii,2008.0,Misc,Electronic Arts,1.89,70.0,11.0,7.8,17.0,E
PS3,2008.0,Sports,Electronic Arts,1.88,85.0,38.0,4.4,132.0,E
X360,2013.0,Action,Warner Bros. Interactive Entertainment,1.88,74.0,46.0,7.5,685.0,T
Wii,2008.0,Misc,Midway Games,1.88,29.0,7.0,4.6,7.0,E
PS2,2004.0,Fighting,Midway Games,1.88,81.0,43.0,8.5,90.0,M
PS4,2016.0,Sports,Take-Two Interactive,1.88,88.0,47.0,6.7,162.0,E
Wii,2009.0,Misc,Disney Interactive Studios,1.88,49.0,15.0,6.6,13.0,E
GC,2002.0,Adventure,Nintendo,1.87,82.0,39.0,7.7,145.0,T
PS3,2013.0,Sports,Electronic Arts,1.87,76.0,19.0,4.1,91.0,E
PS2,2001.0,Action,THQ,1.87,78.0,17.0,9.1,90.0,T
XB,2005.0,Sports,Electronic Arts,1.86,86.0,39.0,6.7,41.0,E
PS2,2004.0,Platform,Activision,1.86,71.0,32.0,8.5,24.0,E
PS,1999.0,Role-Playing,Sony Computer Entertainment,1.86,74.0,12.0,8.4,248.0,T
Wii,2008.0,Action,LucasArts,1.86,71.0,18.0,7.9,75.0,T
PS2,2001.0,Sports,Electronic Arts,1.86,70.0,16.0,7.4,8.0,E
PS4,2015.0,Action,Square Enix,1.86,73.0,42.0,6.5,403.0,M
PS,1999.0,Role-Playing,SquareSoft,1.86,94.0,16.0,8.1,297.0,T
PS2,2004.0,Platform,Sony Computer Entertainment,1.85,84.0,55.0,8.6,246.0,T
GBA,2004.0,Role-Playing,Square Enix,1.85,76.0,37.0,7.9,84.0,E
PS3,2012.0,Shooter,Take-Two Interactive,1.85,87.0,31.0,7.8,790.0,M
PS3,2013.0,Action,Warner Bros. Interactive Entertainment,1.84,82.0,22.0,7.9,76.0,E10+
DS,2009.0,Action,Disney Interactive Studios,1.84,80.0,4.0,4.5,8.0,E
PS2,2005.0,Sports,Electronic Arts,1.84,87.0,25.0,8.5,36.0,E
Wii,2007.0,Misc,Ubisoft,1.83,67.0,25.0,8.3,66.0,E10+
3DS,2014.0,Platform,Nintendo,1.83,80.0,68.0,8.8,206.0,E
DS,2010.0,Platform,Sega,1.83,70.0,24.0,7.5,28.0,E
PS3,2011.0,Action,Sony Computer Entertainment,1.82,83.0,90.0,8.4,932.0,T
PC,2012.0,Role-Playing,Activision,1.82,82.0,42.0,4.8,1265.0,T
PS2,2001.0,Misc,Namco Bandai Games,1.82,72.0,9.0,6,5.0,E
PC,2001.0,Simulation,Electronic Arts,1.82,85.0,17.0,7.9,70.0,T
PS3,2009.0,Role-Playing,Namco Bandai Games,1.82,89.0,81.0,8.9,1441.0,M
X360,2007.0,Shooter,Electronic Arts,1.82,96.0,54.0,8.9,797.0,M
PS2,2003.0,Simulation,Konami Digital Entertainment,1.81,82.0,27.0,8.2,11.0,E
PS2,2002.0,Fighting,Sega,1.81,94.0,36.0,8,84.0,T
PS4,2016.0,Action,Take-Two Interactive,1.81,68.0,66.0,5.1,1147.0,M
PS2,2004.0,Platform,Sony Computer Entertainment,1.81,88.0,64.0,9,178.0,E
GBA,2002.0,Platform,Sega,1.8,83.0,23.0,8.3,46.0,E
X360,2006.0,Sports,Electronic Arts,1.8,80.0,54.0,6,148.0,E
PS3,2010.0,Action,Take-Two Interactive,1.8,89.0,46.0,7.6,105.0,E
XOne,2015.0,Racing,Microsoft Game Studios,1.8,87.0,85.0,7.9,863.0,E
PS4,2014.0,Action,Bethesda Softworks,1.79,75.0,65.0,7.3,1223.0,M
